catalog_id,catalog_name,catalog_url,catalog_purpose,catalog_specialty,catalog_disease,match_name
3808,Seattle Heart Failure Model,https://www.mdcalc.com/calc/3808/seattle-heart-failure-model,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Family Practice, Geriatrics, Hospitalist Medicine, Internal Medicine, Palliative Care/Hospice, Primary Care, Surgery (Cardiothoracic)","Acute Coronary Syndrome, Arrhythmia, Coronary Artery Disease, Heart Failure, Hypertension, Myocarditis, Hypertrophic Cardiomyopathy",seattle heart failure model
3802,Secondary Intracerebral Hemorrhage (sICH) Score,https://www.mdcalc.com/calc/3802/secondary-intracerebral-hemorrhage-sich-score,"Diagnosis, Prognosis","Critical Care (Neurologic), Emergency Medicine, Neurology",Stroke / Transient Ischemic Attack (TIA),secondary intracerebral hemorrhage sich score
2039,SEDAN Score for Post-tPA Hemorrhage/none,https://www.mdcalc.com/calc/2039/sedan-score-post-tpa-hemorrhage,Prognosis,"Critical Care, Critical Care (Neurologic), Emergency Medicine, Neurology",Stroke / Transient Ischemic Attack (TIA),sedan score for post tpa hemorrhage
10301,Sepsis-Induced Coagulopathy (SIC) Score,https://www.mdcalc.com/calc/10301/sepsis-induced-coagulopathy-sic-score,Prognosis,"Critical Care, Emergency Medicine, Hematology and Oncology, Hospitalist Medicine, Infectious Disease, Internal Medicine","Coronavirus, Sepsis",sepsis induced coagulopathy sic score
10486,Sequential Clinical Assessment of Respiratory Function (SCARF) Score/none,https://www.mdcalc.com/calc/10486/sequential-clinical-assessment-of-respiratory-function-scarf-score,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Pulmonology, Surgery (Cardiothoracic), Surgery (Trauma)","Fracture, Trauma",sequential clinical assessment of respiratory function scarf score
691,Sequential Organ Failure Assessment (SOFA) Score,https://www.mdcalc.com/calc/691/sequential-organ-failure-assessment-sofa-score,"Diagnosis, Prognosis","Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine","Coronavirus, Renal Failure, Sepsis",sequential organ failure assessment sofa score
10648,Sequential Organ Failure Assessment (SOFA)-2 Score,https://www.mdcalc.com/calc/10648/sequential-organ-failure-assessment-sofa-2-score,Prognosis,"Anesthesiology, Critical Care, Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Pulmonology","Acute Kidney Injury, Acute Respiratory Distress Syndrome, Respiratory Failure, Sepsis, Cardiogenic Shock",sequential organ failure assessment sofa 2 score
1669,Serum Anion Gap/none,https://www.mdcalc.com/calc/1669/anion-gap,"Diagnosis, Formula","Critical Care, Emergency Medicine, Endocrinology, Hospitalist Medicine, Internal Medicine, Nephrology, Toxicology","Acid-Base Disturbance, Diabetes Mellitus, Ingestion/Overdose, Renal Failure, Sepsis",serum anion gap
3096,Serum Ascites Albumin Gradient (SAAG),https://www.mdcalc.com/calc/3096/serum-ascites-albumin-gradient-saag,Formula,"Gastroenterology, Hepatology, Internal Medicine","Ascites, Chronic Liver Disease",serum ascites albumin gradient saag
91,Serum Osmolality/Osmolarity,https://www.mdcalc.com/calc/91/serum-osmolality-osmolarity,Formula,"Critical Care, Emergency Medicine, Endocrinology, Hospitalist Medicine, Internal Medicine, Nephrology, Toxicology","Acid-Base Disturbance, Ingestion/Overdose",serum osmolality osmolarity
10487,SETscore,https://www.mdcalc.com/calc/10487/setscore,Prognosis,"Critical Care (Neurologic), Emergency Medicine, Hospitalist Medicine, Internal Medicine, Neurology, Neurosurgery","Bleeding/Hemorrhage, Intracranial Hemorrhage, Seizure Disorder, Subarachnoid Hemorrhage, Traumatic Brain Injury, Intracranial Aneurysm, Stroke / Transient Ischemic Attack (TIA)",setscore
10280,Severe Community-Acquired Pneumonia (SCAP) Score,https://www.mdcalc.com/calc/10280/severe-community-acquired-pneumonia-scap-score,Diagnosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Coronavirus, Pneumonia, Respiratory Failure",severe community acquired pneumonia scap score
10639,Severity-of-Illness Score for Toxic Epidermal Necrolysis (SCORTEN),https://www.mdcalc.com/calc/10639/severity-illness-score-toxic-epidermal-necrolysis-scorten,Prognosis,"Critical Care, Dermatology, Emergency Medicine, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Palliative Care/Hospice, Primary Care","Toxic Epidermal Necrolysis, Stevens-Johnson Syndrome",severity of illness score for toxic epidermal necrolysis scorten
10563,SEX-SHOCK Risk Score for the Development of Cardiogenic Shock/none,https://www.mdcalc.com/calc/10563/sex-shock-risk-score-development-cardiogenic-shock,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care, Surgery (Cardiothoracic)",Cardiogenic Shock,sex shock risk score for the development of cardiogenic shock
1732,Sgarbossa's Criteria for MI in Left Bundle Branch Block,https://www.mdcalc.com/calc/1732/sgarbossas-criteria-mi-left-bundle-branch-block,Diagnosis,"Cardiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine",Acute Coronary Syndrome,sgarbossa s criteria for mi in left bundle branch block
10535,Shanghai Score/none,https://www.mdcalc.com/calc/10535/shanghai-score,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care","Arrhythmia, Atrial Fibrillation, Brugada Syndrome, Ventricular Tachycardia, Ventricular Fibrillation",shanghai score
10513,Shapiro Rule,https://www.mdcalc.com/calc/10513/shapiro-rule,Rule Out,"Critical Care, Emergency Medicine, Infectious Disease","Bacterial Infections, Sepsis",shapiro rule
1316,Shock Index,https://www.mdcalc.com/calc/1316/shock-index,Diagnosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Surgery (General), Surgery (Trauma)","Anemia, Bleeding/Hemorrhage, Trauma",shock index
10058,"Shock Index, Pediatric Age-Adjusted (SIPA)",https://www.mdcalc.com/calc/10058/shock-index-pediatric-age-adjusted-sipa,"Diagnosis, Prognosis","Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Surgery (General), Surgery (Trauma)","Anemia, Bleeding/Hemorrhage, Trauma",shock index pediatric age adjusted sipa
3962,Shorr Score for MRSA Pneumonia,https://www.mdcalc.com/calc/3962/shorr-score-mrsa-pneumonia,Prognosis,"Critical Care, Geriatrics, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Coronavirus, Pneumonia, Respiratory Failure",shorr score for mrsa pneumonia
4013,Short Michigan Alcoholism Screening Test (SMAST),https://www.mdcalc.com/calc/4013/short-michigan-alcoholism-screening-test,Diagnosis,"Emergency Medicine, Family Practice, Internal Medicine, Psychiatry",Drug/Alcohol Use,short michigan alcoholism screening test smast
10515,Short Michigan Alcoholism Screening Test-Geriatric Version (SMAST-G)/none,https://www.mdcalc.com/calc/10515/short-michigan-alcoholism-screening-test-geriatric-version-smast-g,Diagnosis,"Critical Care, Emergency Medicine, Family Practice, Geriatrics, Hepatology, Hospitalist Medicine, Internal Medicine, Primary Care, Psychiatry",Drug/Alcohol Use,short michigan alcoholism screening test geriatric version smast g
2197,Shortened Modified Fatigue Impact Scale (MFIS)/none,https://www.mdcalc.com/calc/2197/shortened-modified-fatigue-impact-scale-mfis,Prognosis,"Geriatrics, Internal Medicine, Neurology, Neurosurgery",Multiple Sclerosis,shortened modified fatigue impact scale mfis
4066,Sickle Cell RBC Exchange Volume/none,https://www.mdcalc.com/calc/4066/sickle-cell-rbc-exchange-volume,Formula,"Critical Care, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pathology, Surgery (Trauma), Transfusion Medicine","Anemia, Sickle Cell Disease",sickle cell rbc exchange volume
3817,Simon Broome Diagnostic Criteria for Familial Hypercholesterolemia (FH),https://www.mdcalc.com/calc/3817/simon-broome-diagnostic-criteria-familial-hypercholesterolemia-fh,Diagnosis,"Endocrinology, Family Practice, Internal Medicine",Dyslipidemia,simon broome diagnostic criteria for familial hypercholesterolemia fh
2194,Simple Disease Activity Index (SDAI) for Rheumatoid Arthritis,https://www.mdcalc.com/calc/2194/simple-disease-activity-index-sdai-rheumatoid-arthritis,Prognosis,"Orthopedics, Rheumatology",Rheumatoid Arthritis,simple disease activity index sdai for rheumatoid arthritis
10403,Simplified Acute Physiology Score (SAPS) 3,https://www.mdcalc.com/calc/10403/simplified-acute-physiology-score-saps-3,Prognosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Surgery (General)","Chronic Liver Disease, HIV/AIDS",simplified acute physiology score saps 3
4044,Simplified Acute Physiology Score (SAPS) II,https://www.mdcalc.com/calc/4044/simplified-acute-physiology-score-saps-ii,Prognosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Internal Medicine, Surgery (General)",Any/All,simplified acute physiology score saps ii
3112,Simplified Autoimmune Hepatitis (AIH) Score,https://www.mdcalc.com/calc/3112/simplified-autoimmune-hepatitis-aih-score,"Diagnosis, Rule Out","Gastroenterology, Hepatology, Internal Medicine, Rheumatology","Autoimmune Disorders, Hepatitis",simplified autoimmune hepatitis aih score
1832,Simplified Motor Score (SMS),https://www.mdcalc.com/calc/1832/simplified-motor-score-sms,"Diagnosis, Prognosis","Anesthesiology, Critical Care, Hospitalist Medicine, Neurology, Surgery (General), Surgery (Trauma)",Trauma,simplified motor score sms
1247,Simplified PESI (Pulmonary Embolism Severity Index),https://www.mdcalc.com/calc/1247/simplified-pesi-pulmonary-embolism-severity-index,Prognosis,"Cardiology, Critical Care, Emergency Medicine, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Pulmonology",Pulmonary Embolism,simplified pesi pulmonary embolism severity index
1096,"SIRS, Sepsis, and Septic Shock Criteria",https://www.mdcalc.com/calc/1096/sirs-sepsis-septic-shock-criteria,Diagnosis,"Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine","Coronavirus, Sepsis",sirs sepsis and septic shock criteria
10034,SLICC Criteria for Systemic Lupus Erythematosus (SLE) 2012,https://www.mdcalc.com/calc/10034/slicc-criteria-systemic-lupus-erythematosus-sle-2012,Diagnosis,"Allergy and Immunology, Emergency Medicine, Family Practice, Hospitalist Medicine, Internal Medicine, Primary Care, Rheumatology",Autoimmune Disorders,slicc criteria for systemic lupus erythematosus sle 2012
3914,SMART-COP Score for Pneumonia Severity,https://www.mdcalc.com/calc/3914/smart-cop-score-pneumonia-severity,Prognosis,"Critical Care, Family Practice, Geriatrics, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Coronavirus, Pneumonia, Respiratory Failure",smart cop score for pneumonia severity
50,Sodium Correction for Hyperglycemia/none,https://www.mdcalc.com/calc/50/sodium-correction-hyperglycemia,Formula,"Critical Care, Critical Care (Pediatric), Emergency Medicine, Endocrinology, Hospitalist Medicine, Internal Medicine, Pediatric Subspecialty, Pediatrics","Diabetes Mellitus, Hyperglycemia, Hypernatremia, Hyponatremia",sodium correction for hyperglycemia
480,Sodium Correction Rate in Hyponatremia and Hypernatremia/none,https://www.mdcalc.com/calc/480/sodium-correction-rate-hyponatremia-hypernatremia,"Treatment, Formula","Critical Care, Critical Care (Neurologic), Critical Care (Pediatric), Emergency Medicine, Hospitalist Medicine, Nephrology, Neurology, Pediatrics, Pharmacy","Acid-Base Disturbance, Hypernatremia, Hyponatremia",sodium correction rate in hyponatremia and hypernatremia
95,Sodium Deficit in Hyponatremia/none,https://www.mdcalc.com/calc/95/sodium-deficit-hyponatremia,Formula,"Critical Care, Critical Care (Pediatric), Endocrinology, Hospitalist Medicine, Internal Medicine, Nephrology",Hyponatremia,sodium deficit in hyponatremia
2143,Sokal Index for Chronic Myelogenous Leukemia (CML),https://www.mdcalc.com/calc/2143/sokal-index-chronic-myelogenous-leukemia-cml,Prognosis,"Hematology and Oncology, Palliative Care/Hospice","Cancer, Chemotherapy, Hematologic Malignancy, Chronic Myeloid Leukemia, Leukemia/Lymphoma",sokal index for chronic myelogenous leukemia cml
4057,Solitary Pulmonary Nodule (SPN) Malignancy Risk Score (Mayo Clinic Model)/none,https://www.mdcalc.com/calc/4057/solitary-pulmonary-nodule-spn-malignancy-risk-score-mayo-clinic-model,Diagnosis,"Hematology and Oncology, Pulmonology, Radiology",Lung Cancer,solitary pulmonary nodule spn malignancy risk score mayo clinic model
10554,Spanish Network on Mastocytosis (REMA) Score,https://www.mdcalc.com/calc/10554/spanish-network-mastocytosis-rema-score,"Diagnosis, Prognosis","Allergy and Immunology, Dermatology, Family Practice, Internal Medicine, Primary Care","Asthma, Autoimmune Disorders, Osteoporosis, Systemic Mastocytosis, Anaphylaxis",spanish network on mastocytosis rema score
10548,Spinal Instability Neoplastic Scale (SINS) Score,https://www.mdcalc.com/calc/10548/spinal-instability-neoplastic-scale-sins-score,Prognosis,"Critical Care (Neurologic), Emergency Medicine, Hematology and Oncology, Hospitalist Medicine, Internal Medicine, Neurology, Orthopedics, Pain Management, Palliative Care/Hospice, Primary Care, Radiation Oncology, Radiology, Rehabilitation Medicine, Surgery (General), Surgery (Trauma)","Breast Cancer, Cancer, Gastric Cancer, Lung Cancer, Ovarian Cancer, Pancreatic Cancer, Prostate Cancer, Salivary Gland Cancer, Spinal Cancer, Cervical Cancer",spinal instability neoplastic scale sins score
10570,SpO₂/FiO₂ Ratio,https://www.mdcalc.com/calc/10570/spo2-fio2-ratio,Prognosis,"Anesthesiology, Critical Care, Emergency Medicine, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology, Surgery (Cardiothoracic)","Acute Respiratory Distress Syndrome, Coronavirus, Respiratory Failure",spo2 fio2 ratio
2154,SSIGN Score for Renal Cell Carcinoma (RCC)/none,https://www.mdcalc.com/calc/2154/ssign-score-renal-cell-carcinoma-rcc,Prognosis,"Hematology and Oncology, Nephrology, Palliative Care/Hospice, Urology","Cancer, Chemotherapy, Renal Cell Carcinoma",ssign score for renal cell carcinoma rcc
10074,Stanford Sleepiness Scale/none,https://www.mdcalc.com/calc/10074/stanford-sleepiness-scale,Diagnosis,"Internal Medicine, Family Practice, Neurology, Psychiatry, Sleep Medicine, Anesthesiology",Obstructive Sleep Apnea,stanford sleepiness scale
10289,Static Lung Compliance (Cstat) Calculation/none,https://www.mdcalc.com/calc/10289/static-lung-compliance-cstat-calculation,Formula,"Critical Care, Hospitalist Medicine, Infectious Disease, Internal Medicine, Pulmonology","Coronavirus, Pneumonia, Respiratory Failure",static lung compliance cstat calculation
10613,Steatosis-Associated Fibrosis Estimator (SAFE) Score,https://www.mdcalc.com/calc/10613/steatosis-associated-fibrosis-estimator-SAFE-score,Prognosis,"Family Practice, Gastroenterology, Hepatology, Hospitalist Medicine, Internal Medicine, Primary Care",Chronic Liver Disease,steatosis associated fibrosis estimator safe score
10065,Steinhart Model for Acute Heart Failure (AHF) in Undifferentiated Dyspnea/none,https://www.mdcalc.com/calc/10065/steinhart-model-acute-heart-failure-ahf-undifferentiated-dyspnea,Diagnosis,"Critical Care, Emergency Medicine, Cardiology, Surgery (Cardiothoracic)","Heart Failure, Trauma",steinhart model for acute heart failure ahf in undifferentiated dyspnea
1801,Step-by-Step Approach to Febrile Infants,https://www.mdcalc.com/calc/1801/step-step-approach-febrile-infants,"Algorithm, Diagnosis, Prognosis","Critical Care (Neonatal), Critical Care (Pediatric), Emergency Medicine, Family Practice, Pediatric Subspecialty, Pediatrics","Meningitis, Pneumonia",step by step approach to febrile infants
